"threshold","false_positive_rate","true_positive_rate"
0.699100683172542,0.0939597315436242,0.586750788643533
0.698737341635646,0.100671140939597,0.586750788643533
0.690895524458889,0.100671140939597,0.589905362776025
0.689640128317655,0.100671140939597,0.596214511041009
0.68851188779249,0.100671140939597,0.602523659305994
0.686030679158416,0.100671140939597,0.605678233438486
0.683981342772176,0.100671140939597,0.608832807570978
0.683190741300843,0.100671140939597,0.615141955835962
0.675780044111993,0.100671140939597,0.618296529968454
0.673518421162678,0.100671140939597,0.624605678233438
0.670059526794127,0.10738255033557,0.624605678233438
0.666462919983482,0.110738255033557,0.624605678233438
0.663787422067071,0.110738255033557,0.627760252365931
0.663505043664355,0.110738255033557,0.630914826498423
0.659754161594692,0.11744966442953,0.630914826498423
0.657989745227712,0.11744966442953,0.634069400630915
0.656557926397159,0.11744966442953,0.637223974763407
0.656400314229526,0.11744966442953,0.640378548895899
0.654075059562117,0.11744966442953,0.646687697160883
